#Centroids	alpha_prevalence_VAGINA	beta_prevalence	mean_abundance	ppanini_score_VAGINA
UniRef90_B2G6F4	0.0263157894737	0.0263157894737	31.6858512787	4.28928483882
UniRef90_B2G6F3	0.0263157894737	0.0263157894737	4.95484054864	0.620113502279
UniRef50_B3DQV6	0.0789473684211	0.0789473684211	102.041267127	7.6001599726
UniRef50_D9PMU0	0.0263157894737	0.0263157894737	17.1137978004	2.19228052482
UniRef90_E3BUV6	0.0789473684211	0.0789473684211	564.966050427	16.1928356129
UniRef90_D2R9X7	0.105263157895	0.105263157895	95.0644347296	7.43157321372
UniRef90_Q650E8	0.0263157894737	0.0263157894737	148.17960381	7.39723712488
UniRef90_Q650E3	0.0263157894737	0.0263157894737	148.17960381	7.39723712488
UniRef90_D3LWP2	0.0263157894737	0.0263157894737	54.1052250675	5.13832273813
UniRef90_D3LWP3	0.0263157894737	0.0263157894737	22.4161744748	3.029053803
UniRef90_D1YHH2	0.0	0.0	0.0	0.230797315623
UniRef90_D3LWP1	0.0263157894737	0.0263157894737	18.4337170937	2.40952522603
UniRef90_D3LWP6	0.0263157894737	0.0263157894737	15.131534277	1.87949259076
UniRef90_D3LWP4	0.0263157894737	0.0263157894737	45.3885815669	4.87932193621
UniRef90_D3LWP5	0.0263157894737	0.0263157894737	23.5929665091	3.230046475
UniRef90_D3LWP8	0.0263157894737	0.0263157894737	20.9264919939	2.78624902241
UniRef90_D3LWP9	0.0263157894737	0.0263157894737	66.559523075	5.4323544067
UniRef50_E3D7J3	0.105263157895	0.105263157895	92.3937403511	7.31004969839
UniRef50_D1YJ50	0.0526315789474	0.0526315789474	533.644596256	15.453649077
UniRef50_A8YUP5	0.0263157894737	0.0263157894737	27.1775389559	3.79941600328
UniRef90_D2RCW8	0.105263157895	0.105263157895	93.4383785419	7.35407889468
UniRef90_D2RCW9	0.105263157895	0.105263157895	112.425467454	8.02156436846
UniRef90_A0A095ZXM7	0.0526315789474	0.0526315789474	283.363943286	12.0182426113
UniRef90_D2RCW0	0.105263157895	0.105263157895	137.142848596	9.03157989146
UniRef90_D2RCW1	0.105263157895	0.105263157895	92.8307871975	7.3298084665
UniRef90_D2RCW2	0.105263157895	0.105263157895	92.8307871975	7.3298084665
UniRef90_D2RCW3	0.105263157895	0.105263157895	116.412965766	8.17186023548
UniRef90_D2RCW5	0.105263157895	0.105263157895	95.163583251	7.43415187887
UniRef90_D2RCW6	0.105263157895	0.105263157895	118.933400637	8.27275006181
UniRef90_D2RCW7	0.105263157895	0.105263157895	92.8258716363	7.32818953089
