#Centroids	ppanini_score	alpha_prevalence	beta_prevalence	mean_abundance
UniRef50_E4SKF0	{'VAGINA': 14.838017194754848}	{'VAGINA': 0.23684210526315788}	0.236842105263	348.423252548
UniRef90_Q040R1	{'VAGINA': 15.49562621353309}	{'VAGINA': 0.15789473684210525}	0.157894736842	394.352400763
UniRef90_Q040R0	{'VAGINA': 15.49562621353309}	{'VAGINA': 0.15789473684210525}	0.157894736842	394.352400763
UniRef90_Q040R7	{'VAGINA': 15.429569430453585}	{'VAGINA': 0.15789473684210525}	0.157894736842	390.829003236
UniRef90_U2HXD6	{'VAGINA': 12.916718047720801}	{'VAGINA': 0.34210526315789475}	0.342105263158	265.826212171
UniRef90_Q040R5	{'VAGINA': 15.429569430453585}	{'VAGINA': 0.15789473684210525}	0.157894736842	390.829003236
UniRef90_Q040R4	{'VAGINA': 15.380200129397494}	{'VAGINA': 0.15789473684210525}	0.157894736842	388.35057912
UniRef90_U2G336	{'VAGINA': 14.413284287772752}	{'VAGINA': 0.15789473684210525}	0.157894736842	339.388338933
UniRef50_D0WGH2	{'VAGINA': 1.711475249756824}	{'VAGINA': 0.02631578947368421}	0.0263157894737	14.1981137307
UniRef90_F2BWK1	{'VAGINA': 1.878410984149862}	{'VAGINA': 0.02631578947368421}	0.0263157894737	15.127254997
UniRef50_T1BXT7	{'VAGINA': 2.7179311777621877}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.4188007051
UniRef90_R4JZY1	{'VAGINA': 14.659441542103272}	{'VAGINA': 0.47368421052631576}	0.473684210526	327.850282703
UniRef90_F0H6A7	{'VAGINA': 10.495527553196247}	{'VAGINA': 0.02631578947368421}	0.0263157894737	396.766288206
UniRef90_S4HTE0	{'VAGINA': 9.149564660686698}	{'VAGINA': 0.02631578947368421}	0.0263157894737	275.440085736
UniRef90_I0TF12	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
UniRef90_D1YK39	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
SRS016111.896	{'VAGINA': 15.646224958016054}	{'VAGINA': 0.15789473684210525}	0.157894736842	403.958047446
UniRef90_S4HWQ9	{'VAGINA': 8.7182445013256462}	{'VAGINA': 0.02631578947368421}	0.0263157894737	235.236470962
UniRef50_A5VMC3	{'VAGINA': 4.036099681821903}	{'VAGINA': 0.02631578947368421}	0.0263157894737	29.1580287083
SRS016111.898	{'VAGINA': 8.7816384698021981}	{'VAGINA': 0.02631578947368421}	0.0263157894737	241.25741791
SRS044742.3712	{'VAGINA': 16.585127265217796}	{'VAGINA': 0.07894736842105263}	0.0789473684211	1461.68830818
UniRef50_A6LD25	{'VAGINA': 8.0413482217830321}	{'VAGINA': 0.02631578947368421}	0.0263157894737	178.388201104
UniRef90_A0A096B271	{'VAGINA': 7.0585463109994731}	{'VAGINA': 0.02631578947368421}	0.0263157894737	134.533828787
UniRef90_D6S2L4	{'VAGINA': 16.54250245560058}	{'VAGINA': 0.10526315789473684}	0.105263157895	556.095298152
UniRef50_G6AE49	{'VAGINA': 6.9345256916302604}	{'VAGINA': 0.02631578947368421}	0.0263157894737	131.252852476
UniRef90_F5LVR0	{'VAGINA': 7.808602351740384}	{'VAGINA': 0.02631578947368421}	0.0263157894737	166.787275387
UniRef90_F1T4S8	{'VAGINA': 5.5189780171586982}	{'VAGINA': 0.02631578947368421}	0.0263157894737	70.2029353036
UniRef90_F1T4S9	{'VAGINA': 6.2683615906656094}	{'VAGINA': 0.02631578947368421}	0.0263157894737	100.721557663
UniRef90_I4ME67	{'VAGINA': 1.6178417093337238}	{'VAGINA': 0.02631578947368421}	0.0263157894737	13.6698118245
UniRef90_F1T4S4	{'VAGINA': 8.6056010337248736}	{'VAGINA': 0.02631578947368421}	0.0263157894737	221.088619982
UniRef90_F1T4S5	{'VAGINA': 8.7882814082368412}	{'VAGINA': 0.02631578947368421}	0.0263157894737	241.781986352
UniRef90_F1T4S6	{'VAGINA': 6.174514861405461}	{'VAGINA': 0.02631578947368421}	0.0263157894737	97.0295016346
UniRef90_F1T4S7	{'VAGINA': 7.9429702536299089}	{'VAGINA': 0.02631578947368421}	0.0263157894737	174.464483586
UniRef90_F1T4S0	{'VAGINA': 2.4190644677285813}	{'VAGINA': 0.02631578947368421}	0.0263157894737	18.4863073554
UniRef90_F1T4S1	{'VAGINA': 7.7416839895467557}	{'VAGINA': 0.02631578947368421}	0.0263157894737	164.353789711
UniRef90_F1T4S2	{'VAGINA': 5.2864652787029982}	{'VAGINA': 0.02631578947368421}	0.0263157894737	60.7160653941
UniRef90_F1T4S3	{'VAGINA': 10.534958377409005}	{'VAGINA': 0.02631578947368421}	0.0263157894737	401.966870938
UniRef90_C2EVX1	{'VAGINA': 3.9948216774577738}	{'VAGINA': 0.02631578947368421}	0.0263157894737	28.6458803073
UniRef90_C2EVX2	{'VAGINA': 3.9948216774577738}	{'VAGINA': 0.02631578947368421}	0.0263157894737	28.6458803073
UniRef50_F0TFP5	{'VAGINA': 6.3989774287862344}	{'VAGINA': 0.05263157894736842}	0.0526315789474	70.2907223068
UniRef90_C2EVX4	{'VAGINA': 1.8125645046321048}	{'VAGINA': 0.02631578947368421}	0.0263157894737	14.702715082
UniRef90_C2EVX5	{'VAGINA': 1.6501680871026061}	{'VAGINA': 0.05263157894736842}	0.0526315789474	13.5108305162
UniRef50_D1AYE0	{'VAGINA': 8.0110560029101201}	{'VAGINA': 0.02631578947368421}	0.0263157894737	177.5106271
UniRef50_B4D8T4	{'VAGINA': 3.9338213307248946}	{'VAGINA': 0.02631578947368421}	0.0263157894737	28.1852878335
UniRef50_F0NUF1	{'VAGINA': 3.2019652355944221}	{'VAGINA': 0.02631578947368421}	0.0263157894737	23.4139752244
UniRef50_D5H351	{'VAGINA': 12.793113165125632}	{'VAGINA': 0.23684210526315788}	0.236842105263	269.178475317
UniRef90_E3BU18	{'VAGINA': 15.472297056971819}	{'VAGINA': 0.2894736842105263}	0.289473684211	371.453497039
UniRef50_E1NPR3	{'VAGINA': 12.584517131817449}	{'VAGINA': 0.05263157894736842}	0.0526315789474	308.237626364
UniRef90_E3BU16	{'VAGINA': 16.437883503440585}	{'VAGINA': 0.07894736842105263}	0.0789473684211	693.262913343
UniRef50_C7MME5	{'VAGINA': 2.1643311427121685}	{'VAGINA': 0.02631578947368421}	0.0263157894737	16.9175492839
UniRef90_E3BU12	{'VAGINA': 15.695449539680983}	{'VAGINA': 0.2631578947368421}	0.263157894737	387.25367534
UniRef90_E3BU13	{'VAGINA': 16.056719454960007}	{'VAGINA': 0.2894736842105263}	0.289473684211	401.474514388
UniRef50_E1L280	{'VAGINA': 5.4552938358064234}	{'VAGINA': 0.02631578947368421}	0.0263157894737	67.7231794787
UniRef90_E3BU11	{'VAGINA': 16.50750497749868}	{'VAGINA': 0.2631578947368421}	0.263157894737	431.881927344
UniRef90_E1GXJ1	{'VAGINA': 8.0934459298166388}	{'VAGINA': 0.02631578947368421}	0.0263157894737	180.17421114
UniRef50_D2RBC4	{'VAGINA': 5.2657155470154162}	{'VAGINA': 0.02631578947368421}	0.0263157894737	59.659335262
UniRef90_E1GXJ4	{'VAGINA': 8.0934459298166388}	{'VAGINA': 0.02631578947368421}	0.0263157894737	180.17421114
UniRef90_V5E2Q3	{'VAGINA': 9.0781203526607328}	{'VAGINA': 0.02631578947368421}	0.0263157894737	269.423720758
SRS017700.2772	{'VAGINA': 14.599878691429989}	{'VAGINA': 0.07894736842105263}	0.0789473684211	389.249937342
UniRef50_A0A090QFV2	{'VAGINA': 1.0478240080631605}	{'VAGINA': 0.02631578947368421}	0.0263157894737	9.86593309241
UniRef90_U6S7E3	{'VAGINA': 7.284007154387532}	{'VAGINA': 0.02631578947368421}	0.0263157894737	142.886196686
UniRef90_F5LWT5	{'VAGINA': 8.5386813834448887}	{'VAGINA': 0.02631578947368421}	0.0263157894737	212.362580204
UniRef90_Z4X2Z1	{'VAGINA': 6.2522656575672668}	{'VAGINA': 0.02631578947368421}	0.0263157894737	100.049790775
UniRef90_A0A063AY48	{'VAGINA': 4.2056381354713075}	{'VAGINA': 0.02631578947368421}	0.0263157894737	30.7732005332
UniRef90_E1GUW6	{'VAGINA': 8.9421307389752407}	{'VAGINA': 0.02631578947368421}	0.0263157894737	256.961681261
SRS055298.5648	{'VAGINA': 12.405781055511238}	{'VAGINA': 0.05263157894736842}	0.0526315789474	300.743970932
UniRef90_W4JME9	{'VAGINA': 15.354793690922447}	{'VAGINA': 0.07894736842105263}	0.0789473684211	438.204116258
UniRef50_D3LTM5	{'VAGINA': 3.8099194632770645}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.2396006357
UniRef50_E1NJK1	{'VAGINA': 9.5301675348792809}	{'VAGINA': 0.02631578947368421}	0.0263157894737	304.268678597
UniRef50_D3LTM8	{'VAGINA': 2.7228750353267599}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.4472376411
UniRef50_Q8RI89	{'VAGINA': 7.9710618301529692}	{'VAGINA': 0.02631578947368421}	0.0263157894737	176.413456316
UniRef90_F5TG46	{'VAGINA': 2.1102947448662235}	{'VAGINA': 0.02631578947368421}	0.0263157894737	16.6359030694
UniRef90_F6A3E2	{'VAGINA': 9.7630194513098782}	{'VAGINA': 0.05263157894736842}	0.0526315789474	169.970718771
UniRef90_S4H850	{'VAGINA': 7.1986921618304276}	{'VAGINA': 0.02631578947368421}	0.0263157894737	138.38196398
UniRef90_U6S9H6	{'VAGINA': 8.9587959528616832}	{'VAGINA': 0.02631578947368421}	0.0263157894737	258.456820086
UniRef90_D5H230	{'VAGINA': 15.423366594610661}	{'VAGINA': 0.3157894736842105}	0.315789473684	364.89022649
UniRef90_D5H232	{'VAGINA': 14.723679914829058}	{'VAGINA': 0.5}	0.5	327.655494917
UniRef90_D5H233	{'VAGINA': 14.913762976655873}	{'VAGINA': 0.5}	0.5	334.58919853
UniRef90_D5H234	{'VAGINA': 14.972257495587467}	{'VAGINA': 0.5}	0.5	337.042659656
UniRef90_D5H235	{'VAGINA': 8.8620300927014117}	{'VAGINA': 0.05263157894736842}	0.0526315789474	141.508880628
UniRef90_D5H237	{'VAGINA': 14.573461721101509}	{'VAGINA': 0.5}	0.5	321.788365926
UniRef90_D5H238	{'VAGINA': 14.573461721101509}	{'VAGINA': 0.5}	0.5	321.788365926
UniRef90_D5H239	{'VAGINA': 15.977334563231583}	{'VAGINA': 0.5}	0.5	380.835879412
UniRef90_C8P6E6	{'VAGINA': 3.8744093182146822}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.6892878141
UniRef90_C8P6E5	{'VAGINA': 3.8744093182146822}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.6892878141
UniRef90_D6T2E9	{'VAGINA': 9.7904180715975517}	{'VAGINA': 0.05263157894736842}	0.0526315789474	170.716541274
UniRef90_D6T2E8	{'VAGINA': 9.1063312798074989}	{'VAGINA': 0.05263157894736842}	0.0526315789474	149.754604768
SRS051505.4048	{'VAGINA': 7.1799609589022095}	{'VAGINA': 0.13157894736842105}	0.131578947368	87.0849171248
UniRef90_D6T2E3	{'VAGINA': 7.1556370513214818}	{'VAGINA': 0.02631578947368421}	0.0263157894737	136.415289278
UniRef90_D6T2E5	{'VAGINA': 8.8058539967718552}	{'VAGINA': 0.05263157894736842}	0.0526315789474	140.061902485
UniRef90_D6T2E4	{'VAGINA': 10.467035679657545}	{'VAGINA': 0.05263157894736842}	0.0526315789474	190.197691535
UniRef90_D6T2E7	{'VAGINA': 7.8115457651453992}	{'VAGINA': 0.05263157894736842}	0.0526315789474	113.775291769
UniRef90_D6T2E6	{'VAGINA': 7.5452036934445026}	{'VAGINA': 0.05263157894736842}	0.0526315789474	105.299274735
UniRef50_B5ZC68	{'VAGINA': 3.8209925863470304}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.3504560869
UniRef90_E1KX80	{'VAGINA': 7.9844366662454354}	{'VAGINA': 0.05263157894736842}	0.0526315789474	117.968035666
UniRef90_D7V2L0	{'VAGINA': 13.005452424337726}	{'VAGINA': 0.15789473684210525}	0.157894736842	284.418594749
UniRef90_C2EU49	{'VAGINA': 4.5034127501053733}	{'VAGINA': 0.02631578947368421}	0.0263157894737	35.6465826886
SRS024068.1740	{'VAGINA': 6.4091434852146874}	{'VAGINA': 0.05263157894736842}	0.0526315789474	70.6021778337
UniRef50_Q043P2	{'VAGINA': 3.3328755102706942}	{'VAGINA': 0.02631578947368421}	0.0263157894737	24.1495082015
UniRef50_Q1GBV5	{'VAGINA': 11.07482718549303}	{'VAGINA': 0.02631578947368421}	0.0263157894737	495.883604758
UniRef90_C4VLC3	{'VAGINA': 12.842923735684936}	{'VAGINA': 0.15789473684210525}	0.157894736842	278.931060783
UniRef90_C4VLC5	{'VAGINA': 11.759525490700449}	{'VAGINA': 0.21052631578947367}	0.210526315789	214.374443085
UniRef90_C4VLC6	{'VAGINA': 13.153538601882428}	{'VAGINA': 0.2894736842105263}	0.289473684211	279.642685979
UniRef50_U6FA07	{'VAGINA': 16.292072305886663}	{'VAGINA': 0.07894736842105263}	0.0789473684211	598.926201666
UniRef50_J9VYY6	{'VAGINA': 1.3903653255355628}	{'VAGINA': 0.02631578947368421}	0.0263157894737	12.2458730928
UniRef50_Q3Z7G9	{'VAGINA': 2.5438722856532667}	{'VAGINA': 0.02631578947368421}	0.0263157894737	19.3174336111
UniRef50_K1MDN3	{'VAGINA': 10.027628850991888}	{'VAGINA': 0.02631578947368421}	0.0263157894737	345.028927078
UniRef90_E4L7D8	{'VAGINA': 0.64873292573690333}	{'VAGINA': 0.02631578947368421}	0.0263157894737	6.23846365103
UniRef90_E4L7D7	{'VAGINA': 1.0478240080631605}	{'VAGINA': 0.02631578947368421}	0.0263157894737	9.86593309241
UniRef90_J3J9I3	{'VAGINA': 4.8438410888747292}	{'VAGINA': 0.02631578947368421}	0.0263157894737	44.2848129962
UniRef50_C8W728	{'VAGINA': 1.9684854447022364}	{'VAGINA': 0.02631578947368421}	0.0263157894737	15.6656360306
UniRef90_U2GKK5	{'VAGINA': 11.937591806072891}	{'VAGINA': 0.15789473684210525}	0.157894736842	235.550282381
UniRef50_F6CEQ7	{'VAGINA': 11.345996309099869}	{'VAGINA': 0.02631578947368421}	0.0263157894737	722.895742743
UniRef90_A8YUS5	{'VAGINA': 6.2186736221929086}	{'VAGINA': 0.02631578947368421}	0.0263157894737	98.786502894
UniRef90_U2GKK9	{'VAGINA': 3.801751211003003}	{'VAGINA': 0.02631578947368421}	0.0263157894737	27.1883449974
UniRef90_E3D774	{'VAGINA': 9.2410810457146244}	{'VAGINA': 0.05263157894736842}	0.0526315789474	154.049081993
UniRef90_E3D771	{'VAGINA': 9.481519266797708}	{'VAGINA': 0.05263157894736842}	0.0526315789474	161.684632588
UniRef90_E3D773	{'VAGINA': 9.481519266797708}	{'VAGINA': 0.05263157894736842}	0.0526315789474	161.684632588
UniRef50_C2E7L9	{'VAGINA': 4.1579041412357878}	{'VAGINA': 0.02631578947368421}	0.0263157894737	30.1885157194
UniRef90_E3D778	{'VAGINA': 9.2201317323051342}	{'VAGINA': 0.13157894736842105}	0.131578947368	140.15680891
UniRef50_C2ERQ4	{'VAGINA': 4.7069011963387313}	{'VAGINA': 0.02631578947368421}	0.0263157894737	40.8802020214
UniRef50_C9ZF57	{'VAGINA': 2.7373616516603572}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.5730667958
UniRef50_A0QSG3	{'VAGINA': 6.1714747179150899}	{'VAGINA': 0.02631578947368421}	0.0263157894737	96.8862711203
UniRef90_A4UAC6	{'VAGINA': 16.813830681895105}	{'VAGINA': 0.5}	0.5	423.736098414
UniRef90_A4UAC7	{'VAGINA': 17.086058623060065}	{'VAGINA': 0.47368421052631576}	0.473684210526	447.299172234
UniRef90_A4UAC5	{'VAGINA': 17.055754231709923}	{'VAGINA': 0.47368421052631576}	0.473684210526	444.783546495
UniRef90_U2GNX5	{'VAGINA': 13.94837947566511}	{'VAGINA': 0.2894736842105263}	0.289473684211	307.755849319
UniRef90_S4GI05	{'VAGINA': 5.6172750112252876}	{'VAGINA': 0.02631578947368421}	0.0263157894737	74.1642427444
UniRef90_A4UAC8	{'VAGINA': 16.943853491481622}	{'VAGINA': 0.5}	0.5	430.966484861
UniRef90_D2RBX1	{'VAGINA': 8.0309870306740265}	{'VAGINA': 0.10526315789473684}	0.105263157895	112.63277754
UniRef90_D2RBX2	{'VAGINA': 6.8723617595077195}	{'VAGINA': 0.10526315789473684}	0.105263157895	79.285692001
UniRef90_D2RBX4	{'VAGINA': 5.0257541794068636}	{'VAGINA': 0.02631578947368421}	0.0263157894737	49.6997196123
UniRef90_D2RAK4	{'VAGINA': 6.7119118536611371}	{'VAGINA': 0.05263157894736842}	0.0526315789474	80.0105685172
UniRef90_B5ZBE0	{'VAGINA': 6.950733499018348}	{'VAGINA': 0.02631578947368421}	0.0263157894737	131.430347623
UniRef90_D2RBX8	{'VAGINA': 11.32316109667234}	{'VAGINA': 0.13157894736842105}	0.131578947368	202.509669551
UniRef90_D2RBX9	{'VAGINA': 7.7529577511370871}	{'VAGINA': 0.10526315789473684}	0.105263157895	104.527756596
UniRef50_E1QXF2	{'VAGINA': 2.2593692009503084}	{'VAGINA': 0.02631578947368421}	0.0263157894737	17.5219979643
UniRef90_UPI000421C2EF	{'VAGINA': 13.532212981177382}	{'VAGINA': 0.07894736842105263}	0.0789473684211	331.792075019
UniRef90_D4FBY1	{'VAGINA': 14.429278038740087}	{'VAGINA': 0.2631578947368421}	0.263157894737	329.445895576
UniRef90_D4FBY0	{'VAGINA': 14.846144501447407}	{'VAGINA': 0.21052631578947367}	0.210526315789	350.362622781
UniRef90_K4HP10	{'VAGINA': 4.6853854038186187}	{'VAGINA': 0.02631578947368421}	0.0263157894737	40.1930933032
UniRef90_D2RAK9	{'VAGINA': 7.3566662355630088}	{'VAGINA': 0.10526315789473684}	0.105263157895	93.5757833174
UniRef90_A0A096B0M3	{'VAGINA': 7.7756597384064667}	{'VAGINA': 0.02631578947368421}	0.0263157894737	165.810818883
UniRef90_E4SN91	{'VAGINA': 17.066619052732708}	{'VAGINA': 0.5}	0.5	438.238174816
SRS011269.1114	{'VAGINA': 8.1965414629881277}	{'VAGINA': 0.07894736842105263}	0.0789473684211	119.721392566
UniRef50_C7T7Y7	{'VAGINA': 4.4126661910582348}	{'VAGINA': 0.02631578947368421}	0.0263157894737	33.7502379873
UniRef90_B5ZB61	{'VAGINA': 4.7973271466320364}	{'VAGINA': 0.02631578947368421}	0.0263157894737	42.991483341
UniRef90_E3R577	{'VAGINA': 11.617438340696884}	{'VAGINA': 0.13157894736842105}	0.131578947368	222.812186945
SRS011269.1119	{'VAGINA': 6.8300554871547625}	{'VAGINA': 0.10526315789473684}	0.105263157895	77.6498507054
UniRef50_R7DR89	{'VAGINA': 8.7947697770330677}	{'VAGINA': 0.02631578947368421}	0.0263157894737	242.755666482
UniRef90_E3RC13	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
UniRef90_W4JJW4	{'VAGINA': 11.166660520779827}	{'VAGINA': 0.02631578947368421}	0.0263157894737	533.512909795
UniRef90_U2HNV9	{'VAGINA': 15.419072269688925}	{'VAGINA': 0.2894736842105263}	0.289473684211	368.830988949
UniRef50_W1WJK6	{'VAGINA': 1.6820818336170054}	{'VAGINA': 0.02631578947368421}	0.0263157894737	14.0430490074
UniRef90_D1VW79	{'VAGINA': 1.3744285091909538}	{'VAGINA': 0.02631578947368421}	0.0263157894737	12.1393872398
UniRef90_F1T3U8	{'VAGINA': 6.696569931290318}	{'VAGINA': 0.02631578947368421}	0.0263157894737	119.740655832
UniRef90_E3D9I6	{'VAGINA': 9.1202908337766733}	{'VAGINA': 0.05263157894736842}	0.0526315789474	150.36374135
UniRef90_E1NXT5	{'VAGINA': 15.332543738103023}	{'VAGINA': 0.2894736842105263}	0.289473684211	364.428384065
UniRef90_E1NXT3	{'VAGINA': 16.619313500905307}	{'VAGINA': 0.18421052631578946}	0.184210526316	454.10551784
UniRef90_E1NXT0	{'VAGINA': 14.82534122066328}	{'VAGINA': 0.10526315789473684}	0.105263157895	384.102189631
UniRef90_E3D7U6	{'VAGINA': 9.9490898971499746}	{'VAGINA': 0.07894736842105263}	0.0789473684211	167.593474175
UniRef90_U2GPB7	{'VAGINA': 12.999838880274165}	{'VAGINA': 0.15789473684210525}	0.157894736842	284.357614923
UniRef90_F1T3U7	{'VAGINA': 8.824176068930953}	{'VAGINA': 0.02631578947368421}	0.0263157894737	245.621995852
UniRef90_D0R3K2	{'VAGINA': 13.1326018762839}	{'VAGINA': 0.15789473684210525}	0.157894736842	289.114128848
UniRef50_D3LWE5	{'VAGINA': 6.6062538245349467}	{'VAGINA': 0.02631578947368421}	0.0263157894737	116.170332653
UniRef90_F1T3U6	{'VAGINA': 8.8027234007911588}	{'VAGINA': 0.02631578947368421}	0.0263157894737	243.727062443
UniRef90_F1T3U1	{'VAGINA': 6.5135505434764083}	{'VAGINA': 0.02631578947368421}	0.0263157894737	112.323328539
UniRef90_C9M3S0	{'VAGINA': 16.916556963235223}	{'VAGINA': 0.5}	0.5	429.597105188
UniRef90_F1T3U0	{'VAGINA': 6.5135505434764083}	{'VAGINA': 0.02631578947368421}	0.0263157894737	112.323328539
UniRef50_U2GIN0	{'VAGINA': 2.6044833025839682}	{'VAGINA': 0.02631578947368421}	0.0263157894737	19.6854968043
UniRef90_F1T3U2	{'VAGINA': 6.5135505434764083}	{'VAGINA': 0.02631578947368421}	0.0263157894737	112.323328539
UniRef50_E1GT39	{'VAGINA': 7.7958586572037243}	{'VAGINA': 0.02631578947368421}	0.0263157894737	165.928418822
UniRef90_C4VN63	{'VAGINA': 13.620876462550092}	{'VAGINA': 0.42105263157894735}	0.421052631579	290.561812141
UniRef90_D5H0F6	{'VAGINA': 18.181503738251497}	{'VAGINA': 0.5}	0.5	584.592112824
UniRef90_D5H0F1	{'VAGINA': 17.378778815917244}	{'VAGINA': 0.47368421052631576}	0.473684210526	470.046704102
UniRef90_D5H0F2	{'VAGINA': 17.774681252314505}	{'VAGINA': 0.5}	0.5	501.589455885
UniRef50_P45740	{'VAGINA': 6.9049434765859106}	{'VAGINA': 0.02631578947368421}	0.0263157894737	129.710616386
UniRef50_U2HR23	{'VAGINA': 13.359461911365688}	{'VAGINA': 0.05263157894736842}	0.0526315789474	345.331143896
UniRef90_E1GU16	{'VAGINA': 8.1809800178000351}	{'VAGINA': 0.02631578947368421}	0.0263157894737	184.465718734
UniRef90_M2PJR8	{'VAGINA': 11.294797526942538}	{'VAGINA': 0.02631578947368421}	0.0263157894737	621.671542986
SRS022092.1305	{'VAGINA': 14.994158866557269}	{'VAGINA': 0.07894736842105263}	0.0789473684211	412.786061126
UniRef50_J6IFR8	{'VAGINA': 4.7957720847720484}	{'VAGINA': 0.02631578947368421}	0.0263157894737	42.9455509674
UniRef90_B5ZCA1	{'VAGINA': 6.0046736369730578}	{'VAGINA': 0.05263157894736842}	0.0526315789474	58.0526676014
UniRef50_UPI00041ABE7F	{'VAGINA': 1.53563260410409}	{'VAGINA': 0.02631578947368421}	0.0263157894737	13.2496331823
SRS011355.2324	{'VAGINA': 6.793346317739374}	{'VAGINA': 0.02631578947368421}	0.0263157894737	124.373541466
SRS011355.2322	{'VAGINA': 5.7254195598821518}	{'VAGINA': 0.13157894736842105}	0.131578947368	45.5979638089
SRS011355.2323	{'VAGINA': 6.144573760052821}	{'VAGINA': 0.13157894736842105}	0.131578947368	56.8416840608
UniRef90_F5TFW0	{'VAGINA': 5.0126435521734072}	{'VAGINA': 0.02631578947368421}	0.0263157894737	49.2105627283
UniRef90_D9RV08	{'VAGINA': 7.7096298036550666}	{'VAGINA': 0.02631578947368421}	0.0263157894737	162.797907693
SRS011269.3604	{'VAGINA': 7.0885412217610622}	{'VAGINA': 0.2894736842105263}	0.289473684211	80.1413885045
UniRef90_E1NM95	{'VAGINA': 17.648550078890288}	{'VAGINA': 0.2894736842105263}	0.289473684211	550.860720766
SRS011269.3600	{'VAGINA': 7.0526223799997734}	{'VAGINA': 0.10526315789473684}	0.105263157895	84.7124551301
SRS011269.3602	{'VAGINA': 5.7853250509112737}	{'VAGINA': 0.15789473684210525}	0.157894736842	46.2105416392
UniRef50_R0MYD2	{'VAGINA': 2.6437844037647356}	{'VAGINA': 0.02631578947368421}	0.0263157894737	19.9562376327
UniRef90_D5H1H2	{'VAGINA': 16.454738006928867}	{'VAGINA': 0.5}	0.5	405.735517803
UniRef90_D5H1H3	{'VAGINA': 15.628563364457039}	{'VAGINA': 0.5}	0.5	364.553151773
UniRef50_I7L711	{'VAGINA': 4.8201005959812324}	{'VAGINA': 0.02631578947368421}	0.0263157894737	43.5248417753
UniRef90_D3LUS9	{'VAGINA': 4.7692904464753161}	{'VAGINA': 0.02631578947368421}	0.0263157894737	42.4842581371
UniRef90_D3LUS5	{'VAGINA': 2.6964769472237364}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.2925125949
UniRef90_D3LUS7	{'VAGINA': 4.7380249335008173}	{'VAGINA': 0.02631578947368421}	0.0263157894737	41.7893940931
UniRef90_D3LUS6	{'VAGINA': 2.6964769472237364}	{'VAGINA': 0.02631578947368421}	0.0263157894737	20.2925125949
UniRef90_D3LUS0	{'VAGINA': 5.0333082602089281}	{'VAGINA': 0.02631578947368421}	0.0263157894737	50.0007541705
UniRef90_D3LUS3	{'VAGINA': 2.3934909554899204}	{'VAGINA': 0.02631578947368421}	0.0263157894737	18.3392302355
UniRef90_A0A095YJA0	{'VAGINA': 8.5494245603751633}	{'VAGINA': 0.02631578947368421}	0.0263157894737	213.606585171
UniRef90_R4JZI2	{'VAGINA': 15.610771094018842}	{'VAGINA': 0.5}	0.5	363.449829322
UniRef90_A4ZH26	{'VAGINA': 13.748144621948608}	{'VAGINA': 0.5}	0.5	292.170197125
UniRef50_J0DF14	{'VAGINA': 6.8463954664201916}	{'VAGINA': 0.02631578947368421}	0.0263157894737	126.137870156
UniRef90_A4ZH29	{'VAGINA': 15.570994008568519}	{'VAGINA': 0.3684210526315789}	0.368421052632	369.368427078
UniRef90_D6S4X4	{'VAGINA': 13.044477139109762}	{'VAGINA': 0.05263157894736842}	0.0526315789474	330.281572132
UniRef90_P0C8L0	{'VAGINA': 8.8188933504415541}	{'VAGINA': 0.02631578947368421}	0.0263157894737	245.180534594
UniRef90_D6SZB9	{'VAGINA': 7.1624600280305399}	{'VAGINA': 0.10526315789473684}	0.105263157895	88.5726230642
UniRef50_Q74HL7	{'VAGINA': 4.3351276272979717}	{'VAGINA': 0.05263157894736842}	0.0526315789474	27.9655726181
UniRef90_D0R238	{'VAGINA': 0.2307973156229354}	{'VAGINA': 0.0}	0.0	0.0
UniRef90_I4M2R8	{'VAGINA': 3.0963422784186232}	{'VAGINA': 0.02631578947368421}	0.0263157894737	22.8452422403
UniRef90_U2FZ06	{'VAGINA': 6.9979335288007416}	{'VAGINA': 0.07894736842105263}	0.0789473684211	85.0611330207
UniRef50_C9M4X3	{'VAGINA': 12.67931685564567}	{'VAGINA': 0.05263157894736842}	0.0526315789474	312.502914579
UniRef90_D3LVR4	{'VAGINA': 4.8916267247356791}	{'VAGINA': 0.02631578947368421}	0.0263157894737	45.6572692378
UniRef90_D4YVP5	{'VAGINA': 15.262441470029055}	{'VAGINA': 0.5}	0.5	348.413769027
UniRef50_E3R3S5	{'VAGINA': 10.624904027333228}	{'VAGINA': 0.02631578947368421}	0.0263157894737	412.363764435
UniRef90_E3BZZ4	{'VAGINA': 17.908080400408835}	{'VAGINA': 0.3157894736842105}	0.315789473684	587.830302623
